poll_id,race_id,cycle,office,state,pollster,sample_size,poll_date,days_out,election_date,margin_poll,margin_actual,error,dem_won
6483,1687,2000,SEN-G,FL,McLaughlin & Associates,600,2000-10-17,21,2000-11-07,0.0,4.85,-4.85,1
6472,1706,2000,SEN-G,PA,Lincoln Institute,728,2000-10-17,21,2000-11-07,-11.0,-6.91,-4.09,0
25719,1694,2000,SEN-G,MI,EPIC-MRA,500,2000-10-18,20,2000-11-07,-7.0,1.61,-8.61,1
63599,1694,2000,SEN-G,MI,Rasmussen Reports,626,2000-10-18,20,2000-11-07,-19.0,1.61,-20.61,1
63600,1706,2000,SEN-G,PA,Rasmussen Reports,1043,2000-10-18,20,2000-11-07,-13.0,-6.91,-6.09,0
54529,1714,2000,SEN-G,WV,Rasmussen Reports,1036,2000-10-18,20,2000-11-07,61.0,57.59,3.41,1
6491,1695,2000,SEN-G,MN,St. Cloud State University,514,2000-10-19,19,2000-11-07,15.0,5.54,9.46,1
54474,1698,2000,SEN-G,MT,Rasmussen Reports,968,2000-10-19,19,2000-11-07,-10.0,-3.31,-6.69,0
25949,1703,2000,SEN-G,NY,Zogby Analytics,504,2000-10-19,19,2000-11-07,-1.0,12.26,-13.26,1
6462,1705,2000,SEN-G,OH,Mason-Dixon Polling & Strategy,625,2000-10-19,19,2000-11-07,-23.0,-24.07,1.07,0
63603,1707,2000,SEN-G,RI,Rasmussen Reports,802,2000-10-19,19,2000-11-07,-17.0,-15.73,-1.27,0
6463,1711,2000,SEN-G,VT,Mason-Dixon Polling & Strategy,628,2000-10-19,19,2000-11-07,-43.0,-40.18,-2.82,0
6451,1713,2000,SEN-G,WA,Elway Research,400,2000-10-19,19,2000-11-07,-3.0,0.09,-3.09,1
25743,1687,2000,SEN-G,FL,Fleming & Associates,606,2000-10-20,18,2000-11-07,3.0,4.85,-1.85,1
6447,1715,2000,SEN-G,WI,Harris Insights & Analytics,587,2000-10-20,18,2000-11-07,43.0,24.51,18.49,1
25903,1715,2000,SEN-G,WI,University of Wisconsin Survey Center,587,2000-10-20,18,2000-11-07,43.0,24.51,18.49,1
12771,1684,2000,SEN-G,CA,Los Angeles Times,852,2000-10-21,17,2000-11-07,25.0,19.25,5.75,1
25829,1698,2000,SEN-G,MT,Montana State University Billings Mountain States Poll,403,2000-10-21,17,2000-11-07,2.0,-3.31,5.31,0
6464,1701,2000,SEN-G,NJ,Quinnipiac University,909,2000-10-21,17,2000-11-07,5.0,3.01,1.99,1
54489,1704,2000,SEN-G,ND,Rasmussen Reports,1258,2000-10-21,17,2000-11-07,23.0,22.74,0.26,1
63608,1708,2000,SEN-G,TN,Rasmussen Reports,839,2000-10-21,17,2000-11-07,-29.0,-32.89,3.89,0
6454,1712,2000,SEN-G,VA,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,596,2000-10-21,17,2000-11-07,-15.0,-4.58,-10.42,0
6489,1713,2000,SEN-G,WA,EMC Research,500,2000-10-21,17,2000-11-07,-4.0,0.09,-4.09,1
63609,1688,2000,SEN-G,GA,Rasmussen Reports,1029,2000-10-22,16,2000-11-07,17.0,20.4,-3.4,1
25884,1691,2000,SEN-G,ME,Pan Atlantic Research,400,2000-10-22,16,2000-11-07,-54.0,-37.88,-16.12,0
63610,1691,2000,SEN-G,ME,Rasmussen Reports,1548,2000-10-22,16,2000-11-07,-39.0,-37.88,-1.12,0
63611,1703,2000,SEN-G,NY,Rasmussen Reports,781,2000-10-22,16,2000-11-07,3.0,12.26,-9.26,1
25897,1705,2000,SEN-G,OH,University of Cincinnati (Ohio Poll),608,2000-10-22,16,2000-11-07,-25.0,-24.07,-0.93,0
6450,1706,2000,SEN-G,PA,Public Opinion Strategies,500,2000-10-22,16,2000-11-07,-22.0,-6.91,-15.09,0
6416,1707,2000,SEN-G,RI,Brown University A. Alfred Taubman Center for American Politics and Policy,370,2000-10-22,16,2000-11-07,-24.0,-15.73,-8.27,0
6403,1687,2000,SEN-G,FL,CBS News/The New York Times,514,2000-10-23,15,2000-11-07,9.0,4.85,4.15,1
54458,1697,2000,SEN-G,MO,Rasmussen Reports,1072,2000-10-23,15,2000-11-07,-3.0,2.08,-5.08,1
63614,1700,2000,SEN-G,NV,Rasmussen Reports,817,2000-10-23,15,2000-11-07,-17.0,-15.7,-1.3,0
63615,1705,2000,SEN-G,OH,Rasmussen Reports,929,2000-10-23,15,2000-11-07,-26.0,-24.07,-1.93,0
6405,1684,2000,SEN-G,CA,Research 2000,822,2000-10-24,14,2000-11-07,15.0,19.25,-4.25,1
54442,1686,2000,SEN-G,DE,SurveyUSA,500,2000-10-24,14,2000-11-07,1.0,11.83,-10.83,1
6400,1691,2000,SEN-G,ME,Market Decisions Research,824,2000-10-24,14,2000-11-07,-45.0,-37.88,-7.12,0
25718,1694,2000,SEN-G,MI,EPIC-MRA,500,2000-10-24,14,2000-11-07,0.0,1.61,-1.61,1
6388,1694,2000,SEN-G,MI,Mitchell Research & Communications,800,2000-10-24,14,2000-11-07,-3.0,1.61,-4.61,1
6386,1697,2000,SEN-G,MO,Mason-Dixon Polling & Strategy,625,2000-10-24,14,2000-11-07,0.0,2.08,-2.08,1
6387,1698,2000,SEN-G,MT,Mason-Dixon Polling & Strategy,628,2000-10-24,14,2000-11-07,-1.0,-3.31,2.31,0
6398,1703,2000,SEN-G,NY,Blum & Weprin Associates,850,2000-10-24,14,2000-11-07,7.0,12.26,-5.26,1
73383,1703,2000,SEN-G,NY,SurveyUSA,500,2000-10-24,14,2000-11-07,6.0,12.26,-6.26,1
54509,1710,2000,SEN-G,UT,Rasmussen Reports,918,2000-10-24,14,2000-11-07,-37.0,-34.07,-2.93,0
6389,1711,2000,SEN-G,VT,Research 2000,400,2000-10-24,14,2000-11-07,-28.0,-40.18,12.18,0
25901,1712,2000,SEN-G,VA,ABC News/The Washington Post,1009,2000-10-24,14,2000-11-07,-2.0,-4.58,2.58,0
63619,1712,2000,SEN-G,VA,Rasmussen Reports,1100,2000-10-24,14,2000-11-07,-8.0,-4.58,-3.42,0
63620,1687,2000,SEN-G,FL,Rasmussen Reports,864,2000-10-25,13,2000-11-07,4.0,4.85,-0.85,1
6367,1693,2000,SEN-G,MA,KRC Research,400,2000-10-25,13,2000-11-07,52.0,59.89,-7.89,1
6366,1693,2000,SEN-G,MA,RKM Research and Communications Inc.,400,2000-10-25,13,2000-11-07,49.0,59.89,-10.89,1
6368,1694,2000,SEN-G,MI,Marketing Resource Group (MRG),500,2000-10-25,13,2000-11-07,-8.0,1.61,-9.61,1
6372,1697,2000,SEN-G,MO,Zogby Analytics,603,2000-10-25,13,2000-11-07,2.0,2.08,-0.08,1
6383,1701,2000,SEN-G,NJ,Rutgers University Eagleton Center for Public Interest Polling,432,2000-10-25,13,2000-11-07,10.0,3.01,6.99,1
63733,1701,2000,SEN-G,NJ,SurveyUSA,500,2000-10-25,13,2000-11-07,8.0,3.01,4.99,1
6377,1712,2000,SEN-G,VA,Mason-Dixon Polling & Strategy,625,2000-10-25,13,2000-11-07,-3.0,-4.58,1.58,0
6363,1692,2000,SEN-G,MD,Mason-Dixon Polling & Strategy,625,2000-10-26,12,2000-11-07,29.0,26.47,2.53,1
63624,1692,2000,SEN-G,MD,Rasmussen Reports,696,2000-10-26,12,2000-11-07,20.0,26.47,-6.47,1
6352,1699,2000,SEN-G,NE,RKM Research and Communications Inc.,1007,2000-10-26,12,2000-11-07,12.0,2.18,9.82,1
54518,1711,2000,SEN-G,VT,Rasmussen Reports,1000,2000-10-26,12,2000-11-07,-42.0,-40.18,-1.82,0
6332,1687,2000,SEN-G,FL,Zogby Analytics,600,2000-10-27,11,2000-11-07,10.0,4.85,5.15,1
54450,1690,2000,SEN-G,IN,Market Shares Corp.,600,2000-10-27,11,2000-11-07,-59.0,-34.71,-24.29,0
6371,1692,2000,SEN-G,MD,Gonzales Research & Marketing Strategies Inc.,627,2000-10-27,11,2000-11-07,33.0,26.47,6.53,1
6341,1693,2000,SEN-G,MA,University of Massachusetts Department of Political Science,401,2000-10-27,11,2000-11-07,53.0,59.89,-6.89,1
6333,1694,2000,SEN-G,MI,Zogby Analytics,600,2000-10-27,11,2000-11-07,2.0,1.61,0.39,1
6324,1695,2000,SEN-G,MN,Mason-Dixon Polling & Strategy,625,2000-10-27,11,2000-11-07,5.0,5.54,-0.54,1
25934,1697,2000,SEN-G,MO,Zogby Analytics,600,2000-10-27,11,2000-11-07,7.0,2.08,4.92,1
6325,1700,2000,SEN-G,NV,Mason-Dixon Polling & Strategy,625,2000-10-27,11,2000-11-07,-17.0,-15.7,-1.3,0
6338,1701,2000,SEN-G,NJ,Monmouth University,575,2000-10-27,11,2000-11-07,4.0,3.01,0.99,1
6370,1701,2000,SEN-G,NJ,Quinnipiac University,600,2000-10-27,11,2000-11-07,8.0,3.01,4.99,1
6343,1703,2000,SEN-G,NY,CBS News/The New York Times,871,2000-10-27,11,2000-11-07,8.0,12.26,-4.26,1
6369,1703,2000,SEN-G,NY,Quinnipiac University,600,2000-10-27,11,2000-11-07,3.0,12.26,-9.26,1
25947,1703,2000,SEN-G,NY,Zogby Analytics,700,2000-10-27,11,2000-11-07,-1.0,12.26,-13.26,1
6336,1705,2000,SEN-G,OH,Zogby Analytics,600,2000-10-27,11,2000-11-07,-25.0,-24.07,-0.93,0
6320,1706,2000,SEN-G,PA,Zogby Analytics,600,2000-10-27,11,2000-11-07,-21.0,-6.91,-14.09,0
6340,1708,2000,SEN-G,TN,Zogby Analytics,500,2000-10-27,11,2000-11-07,-34.0,-32.89,-1.11,0
6321,1713,2000,SEN-G,WA,Zogby Analytics,500,2000-10-27,11,2000-11-07,-2.0,0.09,-2.09,1
6362,1715,2000,SEN-G,WI,Market Shares Corp.,500,2000-10-27,11,2000-11-07,33.0,24.51,8.49,1
6322,1715,2000,SEN-G,WI,Zogby Analytics,500,2000-10-27,11,2000-11-07,34.0,24.51,9.49,1
6326,1706,2000,SEN-G,PA,Millersville University Center for Politics and Public Affairs,550,2000-10-28,10,2000-11-07,-21.0,-6.91,-14.09,0
63626,1708,2000,SEN-G,TN,Rasmussen Reports,722,2000-10-28,10,2000-11-07,-26.0,-32.89,6.89,0
6300,1684,2000,SEN-G,CA,Field Research Corp. (Field Poll),900,2000-10-29,9,2000-11-07,20.0,19.25,0.75,1
63628,1684,2000,SEN-G,CA,Rasmussen Reports,1536,2000-10-29,9,2000-11-07,10.0,19.25,-9.25,1
25830,1687,2000,SEN-G,FL,The Florida Poll,824,2000-10-29,9,2000-11-07,7.0,4.85,2.15,1
6301,1688,2000,SEN-G,GA,Marketing Workshop,512,2000-10-29,9,2000-11-07,23.0,20.4,2.6,1
25863,1690,2000,SEN-G,IN,Research 2000,600,2000-10-29,9,2000-11-07,-48.0,-34.71,-13.29,0
63630,1694,2000,SEN-G,MI,Rasmussen Reports,956,2000-10-29,9,2000-11-07,-1.0,1.61,-2.61,1
75505,1694,2000,SEN-G,MI,SurveyUSA,600,2000-10-29,9,2000-11-07,-2.0,1.61,-3.61,1
63631,1697,2000,SEN-G,MO,Rasmussen Reports,1243,2000-10-29,9,2000-11-07,2.0,2.08,-0.08,1
63635,1706,2000,SEN-G,PA,Rasmussen Reports,967,2000-10-29,9,2000-11-07,-18.0,-6.91,-11.09,0
63742,1707,2000,SEN-G,RI,SurveyUSA,500,2000-10-29,9,2000-11-07,-26.0,-15.73,-10.27,0
63637,1686,2000,SEN-G,DE,Rasmussen Reports,776,2000-10-30,8,2000-11-07,3.0,11.83,-8.83,1
6261,1687,2000,SEN-G,FL,Zogby Analytics,600,2000-10-30,8,2000-11-07,5.0,4.85,0.15,1
6263,1694,2000,SEN-G,MI,Zogby Analytics,600,2000-10-30,8,2000-11-07,9.0,1.61,7.39,1
25931,1697,2000,SEN-G,MO,Zogby Analytics,600,2000-10-30,8,2000-11-07,2.0,2.08,-0.08,1
63638,1701,2000,SEN-G,NJ,Rasmussen Reports,594,2000-10-30,8,2000-11-07,4.0,3.01,0.99,1
25761,1703,2000,SEN-G,NY,Marist College,516,2000-10-30,8,2000-11-07,4.0,12.26,-8.26,1
6281,1703,2000,SEN-G,NY,Princeton Survey Research Associates International,844,2000-10-30,8,2000-11-07,1.0,12.26,-11.26,1
25944,1703,2000,SEN-G,NY,Zogby Analytics,700,2000-10-30,8,2000-11-07,-2.0,12.26,-14.26,1
6251,1705,2000,SEN-G,OH,Zogby Analytics,600,2000-10-30,8,2000-11-07,-33.0,-24.07,-8.93,0
6266,1706,2000,SEN-G,PA,Zogby Analytics,600,2000-10-30,8,2000-11-07,-17.0,-6.91,-10.09,0
6270,1708,2000,SEN-G,TN,Zogby Analytics,500,2000-10-30,8,2000-11-07,-29.0,-32.89,3.89,0
63639,1712,2000,SEN-G,VA,Rasmussen Reports,897,2000-10-30,8,2000-11-07,-6.0,-4.58,-1.42,0
6304,1712,2000,SEN-G,VA,Richmond Times-Dispatch,735,2000-10-30,8,2000-11-07,-2.0,-4.58,2.58,0
73387,1712,2000,SEN-G,VA,SurveyUSA,500,2000-10-30,8,2000-11-07,-7.0,-4.58,-2.42,0
6252,1713,2000,SEN-G,WA,Zogby Analytics,500,2000-10-30,8,2000-11-07,-1.0,0.09,-1.09,1
6267,1715,2000,SEN-G,WI,Zogby Analytics,500,2000-10-30,8,2000-11-07,27.0,24.51,2.49,1
6233,1684,2000,SEN-G,CA,Research 2000,820,2000-10-31,7,2000-11-07,15.0,19.25,-4.25,1
25768,1686,2000,SEN-G,DE,Mason-Dixon Polling & Strategy,625,2000-10-31,7,2000-11-07,0.0,11.83,-11.83,1
6220,1687,2000,SEN-G,FL,Mason-Dixon Polling & Strategy,812,2000-10-31,7,2000-11-07,5.0,4.85,0.15,1
25816,1694,2000,SEN-G,MI,Mitchell Research & Communications,800,2000-10-31,7,2000-11-07,-2.0,1.61,-3.61,1
6299,1705,2000,SEN-G,OH,Columbus Dispatch,2050,2000-10-31,7,2000-11-07,-27.0,-24.07,-2.93,0
6231,1712,2000,SEN-G,VA,Mason-Dixon Polling & Strategy,625,2000-10-31,7,2000-11-07,-5.0,-4.58,-0.42,0
63744,1684,2000,SEN-G,CA,SurveyUSA,530,2000-11-01,6,2000-11-07,12.0,19.25,-7.25,1
63640,1687,2000,SEN-G,FL,Rasmussen Reports,577,2000-11-01,6,2000-11-07,-3.0,4.85,-7.85,1
75501,1687,2000,SEN-G,FL,SurveyUSA,500,2000-11-01,6,2000-11-07,2.0,4.85,-2.85,1
6249,1694,2000,SEN-G,MI,Mitchell Research & Communications,800,2000-11-01,6,2000-11-07,-3.0,1.61,-4.61,1
6200,1694,2000,SEN-G,MI,Research 2000,602,2000-11-01,6,2000-11-07,5.0,1.61,3.39,1
25886,1695,2000,SEN-G,MN,Tarrance Group,450,2000-11-01,6,2000-11-07,1.0,5.54,-4.54,1
6191,1697,2000,SEN-G,MO,Research 2000,600,2000-11-01,6,2000-11-07,5.0,2.08,2.92,1
63745,1700,2000,SEN-G,NV,SurveyUSA,500,2000-11-01,6,2000-11-07,-16.0,-15.7,-0.3,0
25887,1701,2000,SEN-G,NJ,Tarrance Group,500,2000-11-01,6,2000-11-07,-4.0,3.01,-7.01,1
6217,1703,2000,SEN-G,NY,Blum & Weprin Associates,883,2000-11-01,6,2000-11-07,7.0,12.26,-5.26,1
63746,1703,2000,SEN-G,NY,SurveyUSA,500,2000-11-01,6,2000-11-07,6.0,12.26,-6.26,1
63748,1705,2000,SEN-G,OH,SurveyUSA,500,2000-11-01,6,2000-11-07,-19.0,-24.07,5.07,0
6194,1706,2000,SEN-G,PA,Decision Forecasting,1032,2000-11-01,6,2000-11-07,-21.0,-6.91,-14.09,0
63749,1706,2000,SEN-G,PA,SurveyUSA,800,2000-11-01,6,2000-11-07,-16.0,-6.91,-9.09,0
63804,1709,2000,SEN-G,TX,Scripps Howard,844,2000-11-01,6,2000-11-07,-32.0,-32.77,0.77,0
54524,1713,2000,SEN-G,WA,SurveyUSA,500,2000-11-01,6,2000-11-07,-2.0,0.09,-2.09,1
6168,1687,2000,SEN-G,FL,Zogby Analytics,600,2000-11-02,5,2000-11-07,5.0,4.85,0.15,1
6172,1694,2000,SEN-G,MI,EPIC-MRA,500,2000-11-02,5,2000-11-07,-5.0,1.61,-6.61,1
6169,1694,2000,SEN-G,MI,Zogby Analytics,600,2000-11-02,5,2000-11-07,0.0,1.61,-1.61,1
6213,1695,2000,SEN-G,MN,Minneapolis Star Tribune,900,2000-11-02,5,2000-11-07,9.0,5.54,3.46,1
25928,1697,2000,SEN-G,MO,Zogby Analytics,600,2000-11-02,5,2000-11-07,3.0,2.08,0.92,1
6171,1702,2000,SEN-G,NM,Mason-Dixon Polling & Strategy,425,2000-11-02,5,2000-11-07,30.0,23.45,6.55,1
6190,1703,2000,SEN-G,NY,Blum & Weprin Associates,851,2000-11-02,5,2000-11-07,7.0,12.26,-5.26,1
25941,1703,2000,SEN-G,NY,Zogby Analytics,700,2000-11-02,5,2000-11-07,4.0,12.26,-8.26,1
6167,1705,2000,SEN-G,OH,Mason-Dixon Polling & Strategy,625,2000-11-02,5,2000-11-07,-24.0,-24.07,0.07,0
6183,1705,2000,SEN-G,OH,Zogby Analytics,600,2000-11-02,5,2000-11-07,-32.0,-24.07,-7.93,0
63571,1706,2000,SEN-G,PA,Harris Insights & Analytics,5788.5,2000-11-02,5,2000-11-07,-15.5,-6.91,-8.59,0
6174,1706,2000,SEN-G,PA,Mason-Dixon Polling & Strategy,625,2000-11-02,5,2000-11-07,-19.0,-6.91,-12.09,0
63644,1706,2000,SEN-G,PA,Rasmussen Reports,644,2000-11-02,5,2000-11-07,-20.0,-6.91,-13.09,0
6184,1706,2000,SEN-G,PA,Zogby Analytics,600,2000-11-02,5,2000-11-07,-16.0,-6.91,-9.09,0
6185,1708,2000,SEN-G,TN,Zogby Analytics,500,2000-11-02,5,2000-11-07,-19.0,-32.89,13.89,0
6170,1713,2000,SEN-G,WA,Zogby Analytics,500,2000-11-02,5,2000-11-07,-2.0,0.09,-2.09,1
6187,1715,2000,SEN-G,WI,Zogby Analytics,500,2000-11-02,5,2000-11-07,29.0,24.51,4.49,1
63547,1684,2000,SEN-G,CA,Harris Insights & Analytics,24965,2000-11-03,4,2000-11-07,12.0,19.25,-7.25,1
63549,1685,2000,SEN-G,CT,Harris Insights & Analytics,2504,2000-11-03,4,2000-11-07,27.0,29.04,-2.04,1
63550,1687,2000,SEN-G,FL,Harris Insights & Analytics,16996,2000-11-03,4,2000-11-07,4.0,4.85,-0.85,1
63551,1688,2000,SEN-G,GA,Harris Insights & Analytics,6862,2000-11-03,4,2000-11-07,17.0,20.4,-3.4,1
63552,1689,2000,SEN-G,HI,Harris Insights & Analytics,585,2000-11-03,4,2000-11-07,29.0,48.17,-19.17,1
54454,1690,2000,SEN-G,IN,Harris Insights & Analytics,5592,2000-11-03,4,2000-11-07,-46.0,-34.71,-11.29,0
63560,1691,2000,SEN-G,ME,Harris Insights & Analytics,1473,2000-11-03,4,2000-11-07,-42.0,-37.88,-4.12,0
63559,1692,2000,SEN-G,MD,Harris Insights & Analytics,5198,2000-11-03,4,2000-11-07,25.0,26.47,-1.47,1
63558,1693,2000,SEN-G,MA,Harris Insights & Analytics,5109,2000-11-03,4,2000-11-07,53.0,59.89,-6.89,1
63561,1694,2000,SEN-G,MI,Harris Insights & Analytics,6748,2000-11-03,4,2000-11-07,0.0,1.61,-1.61,1
63562,1695,2000,SEN-G,MN,Harris Insights & Analytics,3793,2000-11-03,4,2000-11-07,10.0,5.54,4.46,1
54469,1697,2000,SEN-G,MO,Harris Insights & Analytics,5833,2000-11-03,4,2000-11-07,0.0,2.08,-2.08,1
63563,1699,2000,SEN-G,NE,Harris Insights & Analytics,1477,2000-11-03,4,2000-11-07,7.0,2.18,4.82,1
63566,1700,2000,SEN-G,NV,Harris Insights & Analytics,1833,2000-11-03,4,2000-11-07,-9.0,-15.7,6.7,0
63564,1701,2000,SEN-G,NJ,Harris Insights & Analytics,7193,2000-11-03,4,2000-11-07,4.0,3.01,0.99,1
6163,1701,2000,SEN-G,NJ,Monmouth University,843,2000-11-03,4,2000-11-07,5.0,3.01,1.99,1
6175,1701,2000,SEN-G,NJ,Quinnipiac University,770,2000-11-03,4,2000-11-07,-2.0,3.01,-5.01,1
63565,1702,2000,SEN-G,NM,Harris Insights & Analytics,1656,2000-11-03,4,2000-11-07,26.0,23.45,2.55,1
63567,1703,2000,SEN-G,NY,Harris Insights & Analytics,13590,2000-11-03,4,2000-11-07,5.0,12.26,-7.26,1
6165,1703,2000,SEN-G,NY,Quinnipiac University,979,2000-11-03,4,2000-11-07,12.0,12.26,-0.26,1
63568,1705,2000,SEN-G,OH,Harris Insights & Analytics,10956,2000-11-03,4,2000-11-07,-23.0,-24.07,1.07,0
25896,1705,2000,SEN-G,OH,University of Cincinnati (Ohio Poll),1179,2000-11-03,4,2000-11-07,-28.9,-24.07,-4.83,0
63572,1708,2000,SEN-G,TN,Harris Insights & Analytics,5165,2000-11-03,4,2000-11-07,-27.0,-32.89,5.89,0
6154,1708,2000,SEN-G,TN,Mason-Dixon Polling & Strategy,625,2000-11-03,4,2000-11-07,-32.0,-32.89,0.89,0
63573,1709,2000,SEN-G,TX,Harris Insights & Analytics,17907,2000-11-03,4,2000-11-07,-32.0,-32.77,0.77,0
54510,1710,2000,SEN-G,UT,Harris Insights & Analytics,1638,2000-11-03,4,2000-11-07,-32.0,-34.07,2.07,0
63574,1712,2000,SEN-G,VA,Harris Insights & Analytics,7462,2000-11-03,4,2000-11-07,-5.0,-4.58,-0.42,0
54525,1713,2000,SEN-G,WA,Harris Insights & Analytics,6542,2000-11-03,4,2000-11-07,-2.0,0.09,-2.09,1
54531,1714,2000,SEN-G,WV,Harris Insights & Analytics,1683,2000-11-03,4,2000-11-07,58.0,57.59,0.41,1
63575,1715,2000,SEN-G,WI,Harris Insights & Analytics,5163,2000-11-03,4,2000-11-07,21.0,24.51,-3.51,1
63645,1694,2000,SEN-G,MI,Rasmussen Reports,787,2000-11-04,3,2000-11-07,-6.0,1.61,-7.61,1
63751,1694,2000,SEN-G,MI,SurveyUSA,600,2000-11-04,3,2000-11-07,-6.0,1.61,-7.61,1
6142,1703,2000,SEN-G,NY,Marist College,580,2000-11-04,3,2000-11-07,4.0,12.26,-8.26,1
63652,1703,2000,SEN-G,NY,Rasmussen Reports,680,2000-11-04,3,2000-11-07,8.0,12.26,-4.26,1
63752,1712,2000,SEN-G,VA,SurveyUSA,500,2000-11-04,3,2000-11-07,-10.0,-4.58,-5.42,0
63750,1687,2000,SEN-G,FL,SurveyUSA,500,2000-11-05,2,2000-11-07,7.0,4.85,2.15,1
65023,1687,2000,SEN-G,FL,Zogby Analytics,593,2000-11-05,2,2000-11-07,2.0,4.85,-2.85,1
25916,1694,2000,SEN-G,MI,Zogby Analytics,593,2000-11-05,2,2000-11-07,4.0,1.61,2.39,1
65025,1697,2000,SEN-G,MO,Zogby Analytics,597,2000-11-05,2,2000-11-07,0.0,2.08,-2.08,1
63653,1701,2000,SEN-G,NJ,Rasmussen Reports,637,2000-11-05,2,2000-11-07,-1.0,3.01,-4.01,1
65026,1703,2000,SEN-G,NY,Zogby Analytics,689,2000-11-05,2,2000-11-07,3.0,12.26,-9.26,1
65027,1705,2000,SEN-G,OH,Zogby Analytics,589,2000-11-05,2,2000-11-07,-25.0,-24.07,-0.93,0
63654,1706,2000,SEN-G,PA,Rasmussen Reports,1091,2000-11-05,2,2000-11-07,-14.0,-6.91,-7.09,0
65009,1706,2000,SEN-G,PA,Zogby Analytics,592,2000-11-05,2,2000-11-07,-18.0,-6.91,-11.09,0
65028,1708,2000,SEN-G,TN,Zogby Analytics,490,2000-11-05,2,2000-11-07,-34.0,-32.89,-1.11,0
63656,1713,2000,SEN-G,WA,Rasmussen Reports,909,2000-11-05,2,2000-11-07,-4.0,0.09,-4.09,1
65029,1713,2000,SEN-G,WA,Zogby Analytics,504,2000-11-05,2,2000-11-07,5.0,0.09,4.91,1
63657,1715,2000,SEN-G,WI,Rasmussen Reports,1000,2000-11-05,2,2000-11-07,17.0,24.51,-7.51,1
65030,1715,2000,SEN-G,WI,Zogby Analytics,492,2000-11-05,2,2000-11-07,29.0,24.51,4.49,1
25581,1655,2002,SEN-G,IL,Research 2000,600,2002-10-15,21,2002-11-05,18.0,22.31,-4.31,1
25576,1656,2002,SEN-G,IA,Research 2000,600,2002-10-15,21,2002-11-05,9.0,10.4,-1.4,1
63775,1658,2002,SEN-G,KY,SurveyUSA,705,2002-10-15,21,2002-11-05,-35.0,-29.36,-5.64,0
25554,1663,2002,SEN-G,MI,Mitchell Research & Communications,600,2002-10-15,21,2002-11-05,26.0,22.72,3.28,1
25584,1666,2002,SEN-G,MO,Research 2000,600,2002-10-15,21,2002-11-05,-1.0,-1.13,0.13,0
25392,1669,2002,SEN-G,NH,American Research Group,600,2002-10-15,21,2002-11-05,-8.0,-4.42,-3.58,0
25605,1670,2002,SEN-G,NJ,Rutgers University Eagleton Center for Public Interest Polling,600,2002-10-15,21,2002-11-05,5.0,9.93,-4.93,1
54879,1673,2002,SEN-G,OK,SurveyUSA,710,2002-10-15,21,2002-11-05,-16.0,-20.99,4.99,0
25534,1676,2002,SEN-G,SC,Mason-Dixon Polling & Strategy,625,2002-10-15,21,2002-11-05,-17.0,-10.22,-6.78,0
25422,1679,2002,SEN-G,TX,Blum & Weprin Associates,600,2002-10-15,21,2002-11-05,-10.0,-11.97,1.97,0
72955,1679,2002,SEN-G,TX,FM3 Research,600,2002-10-15,21,2002-11-05,2.0,-11.97,13.97,0
54967,1679,2002,SEN-G,TX,SurveyUSA,683,2002-10-15,21,2002-11-05,-12.0,-11.97,-0.03,0
63821,1659,2002,SEN-G,LA,Voter/Consumer Research,500,2002-10-16,20,2002-11-05,28.0,18.76,9.24,1
25402,1666,2002,SEN-G,MO,American Viewpoint,600,2002-10-16,20,2002-11-05,-8.0,-1.13,-6.87,0
63777,1666,2002,SEN-G,MO,SurveyUSA,958,2002-10-16,20,2002-11-05,3.0,-1.13,4.13,0
25485,1669,2002,SEN-G,NH,GQR,500,2002-10-16,20,2002-11-05,2.0,-4.42,6.42,0
63704,1678,2002,SEN-G,TN,North Star Opinion Research,600,2002-10-16,20,2002-11-05,-16.0,-9.94,-6.06,0
25519,1653,2002,SEN-G,GA,Mason-Dixon Polling & Strategy,625,2002-10-17,19,2002-11-05,6.0,-6.83,12.83,0
25599,1674,2002,SEN-G,OR,Riley Research Associates,600,2002-10-17,19,2002-11-05,-18.0,-16.62,-1.38,0
25418,1679,2002,SEN-G,TX,"Normington, Petts & Associates",600,2002-10-17,19,2002-11-05,-2.0,-11.97,9.97,0
25560,1650,2002,SEN-G,AR,Opinion Research Associates,501,2002-10-18,18,2002-11-05,5.0,7.8,-2.8,1
72942,1659,2002,SEN-G,LA,Ed Renwick/Loyola University New Orleans,600,2002-10-18,18,2002-11-05,20.0,18.76,1.24,1
63684,1659,2002,SEN-G,LA,Mason-Dixon Polling & Strategy,400,2002-10-18,18,2002-11-05,24.0,18.76,5.24,1
25570,1670,2002,SEN-G,NJ,Quinnipiac University,603,2002-10-18,18,2002-11-05,9.0,9.93,-0.93,1
25659,1670,2002,SEN-G,NJ,West Chester University,404,2002-10-18,18,2002-11-05,10.0,9.93,0.07,1
25457,1679,2002,SEN-G,TX,FM3 Research,900,2002-10-18,18,2002-11-05,1.0,-11.97,12.97,0
25465,1679,2002,SEN-G,TX,Frank N. Magid Associates Inc.,550,2002-10-18,18,2002-11-05,-10.0,-11.97,1.97,0
25610,1679,2002,SEN-G,TX,Scripps Howard,795,2002-10-18,18,2002-11-05,-9.0,-11.97,2.97,0
